Peleador_A,Peleador_B,DATE,WINNER,METHOD,TIME,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TOTAL_STR_A,TOTAL_STR_B,TD_A,TD_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,STR_HEAD_A,STR_HEAD_B,STR_BODY_A,STR_BODY_B,STR_LEG_A,STR_LEG_B,STR_DISTANCE_A,STR_DISTANCE_B,STR_CLINCH_A,STR_CLINCH_B,STR_GROUND_A,STR_GROUND_B
Cub Swanson,Hakeem Dawodu,"August 19, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,49%,53%,107 of 195,129 of 224,1 of 2,0 of 0,50%,---,0,0,0,1,1:25,3:10,41 of 112,41 of 104,27 of 31,29 of 37,9 of 13,25 of 35,59 of 135,79 of 158,18 of 21,16 of 18,0 of 0,0 of 0
Khalil Rountree Jr.,Chris Daukaus,"August 19, 2023",1,KO/TKO,TIME: 2:40,1,0,66%,38%,16 of 24,14 of 28,0 of 0,0 of 1,---,0%,0,0,0,0,0:31,0:04,12 of 19,6 of 19,3 of 4,2 of 2,1 of 1,0 of 0,11 of 17,7 of 19,3 of 4,1 of 2,2 of 3,0 of 0
Polyana Viana,Iasmin Lucindo,"August 19, 2023",1,Submission,TIME: 3:42,0,0,40%,41%,41 of 68,31 of 48,1 of 3,2 of 2,33%,100%,0,1,0,0,1:58,3:13,2 of 15,5 of 18,4 of 6,4 of 5,4 of 4,1 of 1,10 of 25,9 of 21,0 of 0,0 of 0,0 of 0,1 of 3
AJ Dobson,Tafon Nchukwi,"August 19, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,50%,53%,98 of 176,59 of 106,2 of 3,0 of 0,66%,---,0,0,0,0,4:33,0:00,19 of 75,11 of 47,12 of 18,12 of 15,36 of 41,30 of 37,61 of 119,49 of 92,2 of 5,4 of 7,4 of 10,0 of 0
Josh Fremd,Jamie Pickett,"August 19, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,38%,26%,59 of 109,26 of 67,0 of 3,2 of 3,0%,66%,2,0,1,0,7:15,3:01,11 of 49,4 of 31,10 of 18,6 of 16,10 of 13,4 of 5,22 of 64,11 of 45,6 of 11,3 of 7,3 of 5,0 of 0
JP Buys,Marcus McGhee,"August 19, 2023",1,KO/TKO,TIME: 2:19,0,1,13%,53%,4 of 30,7 of 13,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:05,2 of 22,6 of 11,1 of 3,0 of 0,1 of 5,1 of 2,4 of 29,7 of 13,0 of 1,0 of 0,0 of 0,0 of 0
Terrance McKinney,Mike Breeden,"August 19, 2023",1,KO/TKO,TIME: 1:25,0,0,63%,20%,30 of 47,1 of 5,0 of 2,0 of 1,0%,0%,0,0,0,0,0:03,0:00,23 of 36,0 of 4,7 of 11,1 of 1,0 of 0,0 of 0,16 of 30,1 of 5,11 of 14,0 of 0,3 of 3,0 of 0
Francis Marshall,Isaac Dulgarian,"August 19, 2023",1,KO/TKO,TIME: 4:48,0,0,28%,66%,11 of 16,61 of 83,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,4:18,0 of 5,32 of 50,0 of 0,0 of 0,2 of 2,3 of 3,2 of 7,3 of 4,0 of 0,0 of 0,0 of 0,32 of 49
Josh Parisian,Martin Buday,"August 19, 2023",1,Submission,TIME: 4:11,0,0,42%,62%,27 of 63,62 of 91,0 of 0,1 of 1,---,100%,0,1,0,0,0:13,1:56,15 of 49,35 of 60,6 of 7,7 of 7,5 of 5,0 of 0,20 of 47,28 of 49,6 of 14,14 of 18,0 of 0,0 of 0
Jaqueline Amorim,Montserrat Conejo Ruiz,"August 19, 2023",1,KO/TKO,TIME: 3:41,0,0,63%,16%,141 of 208,20 of 57,1 of 3,1 of 1,33%,100%,4,0,2,0,8:05,3:39,76 of 120,2 of 29,9 of 14,2 of 4,1 of 2,2 of 3,6 of 15,5 of 31,0 of 0,0 of 1,80 of 121,1 of 4
Da'Mon Blackshear,Jose Johnson,"August 19, 2023",1,Submission,TIME: 3:47,0,0,60%,66%,30 of 46,16 of 21,2 of 4,0 of 0,50%,---,1,0,0,0,2:57,0:00,7 of 16,4 of 7,2 of 5,2 of 3,9 of 9,2 of 2,5 of 13,7 of 9,6 of 8,0 of 2,7 of 9,1 of 1
Juliana Miller,Luana Santos,"August 19, 2023",1,KO/TKO,TIME: 3:41,0,0,32%,60%,25 of 77,64 of 106,0 of 2,0 of 0,0%,---,0,0,0,0,0:29,0:26,15 of 61,44 of 82,9 of 13,16 of 20,0 of 1,3 of 3,18 of 64,53 of 88,6 of 11,10 of 17,0 of 0,0 of 0
Cory Sandhagen,Rob Font,"August 12, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,40%,18%,132 of 211,25 of 69,7 of 7,1 of 2,100%,50%,1,0,0,0,19:38,1:08,30 of 79,5 of 43,2 of 3,2 of 3,2 of 2,2 of 3,10 of 47,8 of 44,0 of 1,0 of 3,24 of 36,1 of 2
Jessica Andrade,Tatiana Suarez,"August 12, 2023",1,Submission,TIME: 1:31,0,0,37%,46%,13 of 31,25 of 51,0 of 0,3 of 3,---,100%,0,1,0,0,0:17,2:22,2 of 14,3 of 20,5 of 8,17 of 26,4 of 7,3 of 3,8 of 23,13 of 36,3 of 6,10 of 13,0 of 0,0 of 0
Dustin Jacoby,Kennedy Nzechukwu,"August 12, 2023",1,KO/TKO,TIME: 1:22,1,0,30%,22%,10 of 33,4 of 18,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,5 of 28,3 of 14,0 of 0,0 of 3,5 of 5,1 of 1,10 of 26,4 of 18,0 of 0,0 of 0,0 of 7,0 of 0
Diego Lopes,Gavin Tucker,"August 12, 2023",1,Submission,TIME: 1:38,0,0,0%,0%,0 of 4,0 of 6,0 of 0,1 of 1,---,100%,3,0,0,0,0:00,0:39,0 of 3,0 of 6,0 of 0,0 of 0,0 of 1,0 of 0,0 of 4,0 of 6,0 of 0,0 of 0,0 of 0,0 of 0
Tanner Boser,Aleksa Camur,"August 12, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,55%,50%,145 of 253,105 of 175,0 of 0,0 of 1,---,0%,0,0,0,0,5:27,1:01,78 of 163,34 of 97,24 of 32,25 of 28,18 of 20,9 of 11,87 of 174,46 of 108,33 of 41,22 of 28,0 of 0,0 of 0
Ignacio Bahamondes,Ludovit Klein,"August 12, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,30%,51%,62 of 166,94 of 151,0 of 1,3 of 5,0%,60%,0,0,0,0,0:07,6:05,29 of 114,36 of 82,9 of 16,11 of 16,5 of 9,9 of 10,41 of 133,43 of 88,2 of 6,1 of 1,0 of 0,12 of 19
Kyler Phillips,Raoni Barcelos,"August 12, 2023",1,Decision - Unanimous,TIME: 5:00,1,0,38%,39%,80 of 196,52 of 124,1 of 4,3 of 11,25%,27%,0,0,0,0,0:47,1:42,40 of 146,20 of 87,18 of 26,15 of 17,14 of 15,11 of 12,62 of 174,39 of 105,6 of 8,7 of 10,4 of 5,0 of 1
Jeremiah Wells,Carlston Harris,"August 12, 2023",1,Submission,TIME: 1:50,0,0,37%,26%,41 of 78,19 of 36,3 of 5,0 of 1,60%,0%,2,1,0,0,9:26,0:13,16 of 46,1 of 14,2 of 2,3 of 4,0 of 0,1 of 1,5 of 25,5 of 19,2 of 3,0 of 0,11 of 20,0 of 0
Billy Quarantillo,Damon Jackson,"August 12, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,53%,38%,169 of 270,75 of 184,0 of 0,3 of 13,---,23%,1,0,0,0,1:51,6:10,45 of 124,45 of 139,49 of 57,19 of 31,6 of 7,3 of 3,58 of 140,53 of 148,42 of 48,10 of 15,0 of 0,4 of 10
Cody Durden,Jake Hadley,"August 12, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,44%,31%,63 of 122,45 of 106,4 of 6,0 of 3,66%,0%,1,3,0,1,7:25,2:04,23 of 66,12 of 61,9 of 11,10 of 16,6 of 8,4 of 6,30 of 67,23 of 76,1 of 1,3 of 7,7 of 17,0 of 0
Sean Woodson,Dennis Buzukja,"August 12, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,56%,36%,163 of 229,46 of 121,4 of 5,0 of 1,80%,0%,0,0,0,1,5:52,2:30,36 of 77,24 of 85,18 of 32,11 of 17,17 of 17,7 of 14,61 of 113,32 of 96,8 of 11,5 of 8,2 of 2,5 of 12
Ode Osbourne,Asu Almabayev,"August 12, 2023",1,Submission,TIME: 3:11,0,0,22%,65%,8 of 22,52 of 78,0 of 0,2 of 5,---,40%,0,2,0,0,0:21,5:24,4 of 16,17 of 31,0 of 2,5 of 5,0 of 0,4 of 4,3 of 17,9 of 14,0 of 0,0 of 0,1 of 1,17 of 26
Dustin Poirier,Justin Gaethje,"August 05, 2023",1,KO/TKO,TIME: 1:00,0,1,51%,62%,27 of 52,41 of 66,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,21 of 46,23 of 48,4 of 4,7 of 7,2 of 2,11 of 11,25 of 49,38 of 63,2 of 3,2 of 2,0 of 0,1 of 1
Jan Blachowicz,Alex Pereira,"August 05, 2023",1,Decision - Split,TIME: 5:00,0,0,64%,76%,82 of 117,112 of 138,3 of 8,0 of 0,37%,---,2,1,0,0,7:32,0:06,41 of 66,26 of 46,4 of 8,23 of 24,7 of 7,21 of 22,41 of 67,62 of 83,3 of 5,7 of 8,8 of 9,1 of 1
Derrick Lewis,Marcos Rogerio de Lima,"August 05, 2023",1,KO/TKO,TIME: 0:33,1,0,51%,100%,20 of 36,2 of 2,0 of 0,0 of 0,---,---,0,0,0,0,0:29,0:00,16 of 32,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,16 of 32,1 of 1
Tony Ferguson,King Green,"August 05, 2023",1,Submission,TIME: 4:54,0,0,43%,63%,62 of 138,145 of 227,0 of 3,0 of 0,0%,---,0,1,0,0,0:13,3:25,38 of 98,95 of 166,11 of 18,24 of 31,5 of 7,18 of 20,50 of 118,115 of 183,2 of 2,1 of 1,2 of 3,21 of 33
Michael Chiesa,Kevin Holland,"August 05, 2023",1,Submission,TIME: 2:39,0,0,36%,56%,6 of 13,12 of 19,0 of 5,0 of 0,0%,---,0,1,0,0,0:15,0:40,4 of 11,7 of 14,0 of 0,2 of 2,0 of 0,0 of 0,3 of 7,4 of 9,1 of 4,4 of 5,0 of 0,1 of 2
Gabriel Bonfim,Trevin Giles,"August 05, 2023",1,Submission,TIME: 1:13,0,0,27%,20%,3 of 11,1 of 5,1 of 1,0 of 0,100%,---,1,0,0,0,0:26,0:14,2 of 10,1 of 5,1 of 1,0 of 0,0 of 0,0 of 0,3 of 11,1 of 5,0 of 0,0 of 0,0 of 0,0 of 0
CJ Vergara,Vinicius Salvador,"August 05, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,60%,45%,109 of 181,89 of 196,0 of 0,0 of 2,---,0%,0,0,0,0,0:00,0:01,43 of 102,54 of 154,45 of 57,19 of 25,21 of 22,15 of 16,104 of 176,87 of 194,5 of 5,1 of 1,0 of 0,0 of 0
Roman Kopylov,Claudio Ribeiro,"August 05, 2023",1,KO/TKO,TIME: 0:33,1,0,76%,54%,32 of 42,33 of 60,0 of 0,0 of 1,---,0%,0,0,0,0,0:03,0:16,20 of 29,18 of 45,9 of 10,7 of 7,3 of 3,7 of 7,29 of 38,29 of 56,2 of 3,3 of 3,1 of 1,0 of 0
Jake Matthews,Darrius Flowers,"August 05, 2023",1,Submission,TIME: 2:37,0,0,59%,56%,71 of 113,41 of 69,0 of 1,1 of 3,0%,33%,1,0,0,0,1:15,1:03,40 of 78,21 of 48,14 of 17,6 of 6,6 of 6,9 of 10,47 of 84,31 of 57,2 of 5,5 of 7,11 of 12,0 of 0
Matthew Semelsberger,Uros Medic,"August 05, 2023",1,KO/TKO,TIME: 2:36,1,1,43%,53%,53 of 121,76 of 135,0 of 2,1 of 1,0%,100%,0,0,0,0,1:13,0:22,31 of 91,49 of 98,8 of 14,17 of 27,13 of 15,3 of 3,42 of 106,50 of 104,3 of 5,13 of 18,7 of 9,6 of 6
Miranda Maverick,Priscila Cachoeira,"August 05, 2023",1,Submission,TIME: 2:11,0,0,70%,47%,105 of 132,13 of 26,3 of 9,0 of 0,33%,---,1,0,0,0,8:54,0:00,23 of 37,7 of 18,8 of 8,2 of 3,5 of 6,2 of 2,16 of 29,10 of 22,2 of 2,0 of 0,18 of 20,1 of 1
Tom Aspinall,Marcin Tybura,"July 29, 2023",1,KO/TKO,TIME: 1:13,1,0,72%,26%,13 of 18,4 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,12 of 17,2 of 13,1 of 1,2 of 2,0 of 0,0 of 0,7 of 10,4 of 15,0 of 0,0 of 0,6 of 8,0 of 0
Molly McCann,Julija Stoliarenko,"July 29, 2023",1,Submission,TIME: 1:55,0,0,37%,31%,6 of 16,9 of 29,0 of 0,1 of 1,---,100%,0,1,0,0,0:07,0:19,1 of 11,4 of 20,4 of 4,2 of 3,1 of 1,3 of 6,6 of 16,9 of 29,0 of 0,0 of 0,0 of 0,0 of 0
Nathaniel Wood,Andre Fili,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,1,1,56%,38%,108 of 174,76 of 179,1 of 2,0 of 2,50%,0%,0,0,0,1,1:47,2:55,38 of 90,45 of 134,10 of 18,7 of 10,36 of 40,6 of 7,71 of 123,53 of 144,0 of 0,3 of 5,13 of 25,2 of 2
Paul Craig,Andre Muniz,"July 29, 2023",1,KO/TKO,TIME: 4:40,0,0,48%,60%,54 of 101,31 of 47,2 of 2,2 of 2,100%,100%,1,0,0,0,2:56,1:47,31 of 66,15 of 30,8 of 15,2 of 3,1 of 1,7 of 7,10 of 32,15 of 27,0 of 0,1 of 1,30 of 50,8 of 12
Jai Herbert,Fares Ziam,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,36%,53%,58 of 150,96 of 153,0 of 6,1 of 5,0%,20%,0,0,0,0,4:12,1:30,7 of 79,29 of 74,23 of 31,19 of 23,19 of 24,13 of 16,38 of 119,45 of 93,11 of 15,16 of 20,0 of 0,0 of 0
Lerone Murphy,Josh Culibao,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,1,0,54%,38%,87 of 144,40 of 77,3 of 5,0 of 2,60%,0%,2,0,0,0,7:38,1:30,37 of 81,16 of 48,15 of 18,5 of 6,7 of 10,2 of 5,24 of 61,19 of 53,12 of 14,4 of 6,23 of 34,0 of 0
Davey Grant,Daniel Marcos,"July 29, 2023",1,Decision - Split,TIME: 5:00,0,0,32%,34%,70 of 215,49 of 141,0 of 1,1 of 1,0%,100%,0,0,0,0,0:06,0:13,17 of 127,21 of 90,27 of 55,6 of 24,26 of 33,21 of 26,70 of 213,47 of 139,0 of 2,1 of 1,0 of 0,0 of 0
Danny Roberts,Jonny Parsons,"July 29, 2023",1,KO/TKO,TIME: 4:57,0,2,33%,50%,44 of 134,69 of 133,0 of 2,0 of 0,0%,---,0,0,0,0,0:05,1:26,27 of 111,42 of 95,14 of 19,12 of 19,3 of 3,9 of 10,44 of 132,51 of 101,0 of 1,7 of 15,0 of 0,5 of 8
Marc Diakiese,Joel Alvarez,"July 29, 2023",1,Submission,TIME: 4:26,0,0,43%,56%,29 of 60,64 of 98,2 of 3,0 of 1,66%,0%,0,1,0,0,3:09,1:26,8 of 25,20 of 49,6 of 11,12 of 16,6 of 10,10 of 10,20 of 46,37 of 70,0 of 0,2 of 2,0 of 0,3 of 3
Mick Parkin,Jamal Pogues,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,60%,26%,98 of 159,37 of 136,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,1:17,37 of 94,22 of 119,16 of 20,4 of 6,42 of 42,10 of 10,92 of 151,34 of 132,3 of 5,2 of 3,0 of 0,0 of 0
Makhmud Muradov,Bryan Barberena,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,2,0,55%,34%,68 of 114,81 of 138,13 of 16,0 of 1,81%,0%,0,0,0,0,5:10,0:02,39 of 77,13 of 56,15 of 20,2 of 4,0 of 0,13 of 21,46 of 79,27 of 79,5 of 11,1 of 2,3 of 7,0 of 0
Ketlen Vieira,Pannie Kianzad,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,45%,43%,65 of 103,92 of 144,3 of 3,0 of 0,100%,---,3,0,0,1,10:49,2:11,13 of 31,17 of 45,1 of 1,3 of 4,1 of 1,2 of 2,8 of 25,10 of 30,1 of 2,0 of 0,6 of 6,12 of 21
Chris Duncan,Yanal Ashmouz,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,41%,35%,87 of 209,36 of 100,2 of 4,0 of 1,50%,0%,0,0,0,0,0:48,0:00,54 of 161,15 of 68,23 of 30,8 of 14,8 of 15,12 of 16,82 of 200,34 of 96,3 of 6,1 of 2,0 of 0,0 of 0
Shauna Bannon,Bruna Brasil,"July 29, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,37%,62%,124 of 223,73 of 111,0 of 2,2 of 3,0%,66%,0,0,0,0,1:05,3:21,22 of 84,30 of 58,19 of 38,14 of 19,13 of 22,12 of 13,51 of 139,39 of 72,3 of 5,12 of 13,0 of 0,5 of 5
Jafel Filho,Daniel Barez,"July 29, 2023",1,Submission,TIME: 3:26,0,1,38%,60%,23 of 62,18 of 30,1 of 4,0 of 0,25%,---,1,0,0,0,0:55,0:12,11 of 40,8 of 17,8 of 9,7 of 9,2 of 5,3 of 4,21 of 54,18 of 27,0 of 0,0 of 1,0 of 0,0 of 2
Holly Holm,Mayra Bueno Silva,"July 22, 2023",1,Overturned,TIME: 0:38,0,0,69%,54%,50 of 70,31 of 50,0 of 1,0 of 0,0%,---,0,1,0,0,3:05,0:00,15 of 24,9 of 21,10 of 12,7 of 10,2 of 3,4 of 6,21 of 31,13 of 28,6 of 8,7 of 9,0 of 0,0 of 0
Jack Della Maddalena,Bassil Hafez,"July 22, 2023",1,Decision - Split,TIME: 5:00,0,0,60%,25%,149 of 212,48 of 141,1 of 2,3 of 20,50%,15%,0,0,0,1,1:19,6:48,55 of 104,29 of 117,27 of 32,2 of 6,1 of 1,1 of 1,68 of 119,28 of 118,14 of 17,4 of 6,1 of 1,0 of 0
Ottman Azaitar,Francisco Prado,"July 22, 2023",1,KO/TKO,TIME: 4:05,0,1,42%,66%,16 of 36,42 of 61,0 of 0,0 of 3,---,0%,0,0,0,0,0:00,0:49,6 of 20,31 of 46,7 of 11,2 of 6,1 of 2,5 of 5,12 of 28,17 of 30,2 of 5,1 of 1,0 of 0,20 of 26
Albert Duraev,JunYong Park,"July 22, 2023",1,Submission,TIME: 4:45,0,1,40%,52%,35 of 83,77 of 138,1 of 2,0 of 1,50%,0%,0,3,0,0,1:14,1:59,18 of 57,41 of 85,7 of 8,4 of 5,6 of 12,5 of 6,31 of 76,47 of 93,0 of 1,2 of 2,0 of 0,1 of 1
Norma Dumont,Chelsea Chandler,"July 22, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,61%,36%,98 of 141,72 of 124,3 of 3,1 of 3,100%,33%,0,0,0,0,8:58,2:30,30 of 59,14 of 51,12 of 12,6 of 7,5 of 5,2 of 3,28 of 49,13 of 44,10 of 12,9 of 17,9 of 15,0 of 0
Nazim Sadykhov,Terrance McKinney,"July 22, 2023",1,Submission,TIME: 1:07,0,0,53%,42%,20 of 27,21 of 34,0 of 0,2 of 5,---,40%,1,0,1,0,0:55,4:16,6 of 11,3 of 10,0 of 1,3 of 3,2 of 3,0 of 1,6 of 13,4 of 12,0 of 0,2 of 2,2 of 2,0 of 0
Tucker Lutz,Melsik Baghdasaryan,"July 22, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,33%,59%,41 of 115,74 of 122,3 of 9,0 of 0,33%,---,0,0,0,0,6:19,0:42,14 of 71,32 of 66,16 of 28,30 of 40,6 of 10,2 of 2,34 of 105,50 of 88,2 of 4,11 of 16,0 of 0,3 of 4
Viktoriia Dudakova,Istela Nunes,"July 22, 2023",1,KO/TKO,TIME: 0:34,0,0,27%,33%,3 of 11,2 of 6,1 of 1,0 of 0,100%,---,0,0,0,0,0:06,0:00,1 of 7,1 of 4,2 of 4,1 of 2,0 of 0,0 of 0,2 of 10,2 of 6,0 of 0,0 of 0,1 of 1,0 of 0
Austin Lingo,Melquizael Costa,"July 22, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,28%,45%,39 of 140,108 of 236,0 of 0,3 of 8,---,37%,0,1,0,0,0:00,2:44,24 of 114,39 of 133,11 of 17,48 of 73,4 of 8,13 of 14,39 of 139,93 of 209,0 of 0,6 of 9,0 of 0,1 of 2
Evan Elder,Genaro Valdez,"July 22, 2023",1,Decision - Unanimous,TIME: 5:00,1,1,49%,27%,96 of 195,65 of 237,1 of 1,0 of 0,100%,---,1,0,0,0,0:06,0:00,61 of 155,51 of 210,15 of 19,4 of 6,20 of 21,9 of 20,96 of 193,62 of 231,0 of 1,2 of 5,0 of 1,0 of 0
Tyson Nam,Azat Maksum,"July 22, 2023",1,Decision - Split,TIME: 5:00,0,0,38%,24%,98 of 242,46 of 190,0 of 0,2 of 11,---,18%,0,0,0,0,0:30,0:22,27 of 149,33 of 167,19 of 28,12 of 21,35 of 36,1 of 1,79 of 209,46 of 183,2 of 4,0 of 6,0 of 0,0 of 0
Alexander Munoz,Carl Deaton,"July 22, 2023",1,Decision - Unanimous,TIME: 5:00,1,0,39%,34%,53 of 120,39 of 112,3 of 7,0 of 2,42%,0%,0,0,0,0,3:54,0:00,37 of 99,29 of 97,6 of 11,8 of 11,1 of 1,0 of 0,27 of 87,36 of 106,2 of 3,1 of 2,15 of 21,0 of 0
Ashlee Evans-Smith,Ailin Perez,"July 22, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,25%,57%,13 of 49,127 of 190,0 of 1,10 of 15,0%,66%,0,0,0,0,0:08,11:36,6 of 40,50 of 87,2 of 3,7 of 11,4 of 4,3 of 6,7 of 40,12 of 32,5 of 7,14 of 23,0 of 0,34 of 49
Alexander Volkanovski,Yair Rodriguez,"July 15, 2023",1,KO/TKO,TIME: 4:19,0,0,68%,50%,149 of 198,57 of 103,7 of 12,0 of 0,58%,---,0,0,0,0,7:13,0:00,48 of 69,13 of 49,4 of 5,11 of 14,14 of 23,16 of 17,25 of 45,38 of 77,4 of 6,0 of 0,37 of 46,2 of 3
Brandon Moreno,Alexandre Pantoja,"July 15, 2023",1,Decision - Split,TIME: 5:00,0,1,60%,47%,167 of 265,161 of 323,2 of 4,6 of 11,50%,54%,0,0,3,0,4:01,8:26,133 of 231,106 of 247,13 of 13,20 of 22,1 of 1,3 of 5,128 of 220,104 of 239,12 of 14,13 of 21,7 of 11,12 of 14
Robert Whittaker,Dricus Du Plessis,"July 15, 2023",1,KO/TKO,TIME: 2:23,0,1,44%,59%,32 of 71,74 of 118,1 of 1,1 of 1,100%,100%,0,0,0,0,0:23,0:57,23 of 59,38 of 77,2 of 4,11 of 13,6 of 7,13 of 14,29 of 68,41 of 77,2 of 2,8 of 10,0 of 0,13 of 17
Jalin Turner,Dan Hooker,"July 15, 2023",1,Decision - Split,TIME: 5:00,0,1,56%,63%,113 of 191,172 of 247,1 of 3,0 of 2,33%,0%,0,1,0,0,0:18,3:09,63 of 128,77 of 139,30 of 37,25 of 32,7 of 12,23 of 26,78 of 152,100 of 157,18 of 21,19 of 31,4 of 4,6 of 9
Bo Nickal,Val Woodburn,"July 15, 2023",1,KO/TKO,TIME: 0:38,1,0,70%,22%,7 of 10,2 of 9,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:00,7 of 10,2 of 9,0 of 0,0 of 0,0 of 0,0 of 0,6 of 9,2 of 9,0 of 0,0 of 0,1 of 1,0 of 0
Robbie Lawler,Niko Price,"July 15, 2023",1,KO/TKO,TIME: 0:38,1,0,80%,28%,8 of 10,2 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,8 of 10,0 of 3,0 of 0,1 of 2,0 of 0,1 of 2,4 of 6,1 of 6,4 of 4,1 of 1,0 of 0,0 of 0
Tatsuro Taira,Edgar Chairez,"July 15, 2023",1,Decision - Unanimous,TIME: 5:00,0,1,78%,65%,121 of 148,26 of 39,2 of 3,0 of 0,66%,---,1,2,1,1,9:53,0:25,40 of 54,15 of 23,2 of 4,5 of 6,19 of 20,5 of 9,26 of 36,25 of 38,0 of 0,0 of 0,35 of 42,0 of 0
Yazmin Jauregui,Denise Gomes,"July 15, 2023",1,KO/TKO,TIME: 0:20,0,1,0%,85%,0 of 1,21 of 24,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:10,0 of 1,17 of 20,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,4 of 6,0 of 0,0 of 0,0 of 0,13 of 14
Jimmy Crute,Alonzo Menifield,"July 15, 2023",1,Submission,TIME: 1:55,0,0,49%,58%,32 of 59,25 of 40,1 of 5,0 of 0,20%,---,0,1,0,0,1:12,1:45,5 of 30,18 of 33,19 of 20,2 of 2,2 of 3,1 of 1,6 of 31,17 of 32,20 of 22,4 of 4,0 of 0,0 of 0
Vitor Petrino,Marcin Prachnio,"July 15, 2023",1,Submission,TIME: 3:42,0,0,54%,62%,72 of 111,147 of 185,4 of 6,0 of 1,66%,0%,2,0,0,0,8:39,0:18,32 of 68,25 of 54,9 of 10,21 of 25,3 of 3,9 of 9,24 of 58,41 of 73,1 of 1,14 of 15,19 of 22,0 of 0
Cameron Saaiman,Terrence Mitchell,"July 15, 2023",1,KO/TKO,TIME: 3:10,0,0,56%,42%,23 of 38,6 of 11,2 of 2,1 of 2,100%,50%,1,0,1,0,1:37,1:06,15 of 29,3 of 7,3 of 3,0 of 0,0 of 0,0 of 0,0 of 2,0 of 3,4 of 6,2 of 3,14 of 24,1 of 1
Shannon Ross,Jesus Aguilar,"July 15, 2023",1,KO/TKO,TIME: 0:17,0,1,66%,66%,2 of 3,2 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,1 of 2,1 of 1,1 of 1,0 of 0,0 of 0,1 of 2,2 of 3,2 of 3,0 of 0,0 of 0,0 of 0,0 of 0
Kamuela Kirk,Esteban Ribovics,"July 15, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,52%,56%,86 of 147,135 of 224,3 of 14,2 of 2,21%,100%,1,0,0,0,6:20,1:15,36 of 84,94 of 177,12 of 15,17 of 20,8 of 8,4 of 5,51 of 101,92 of 172,5 of 6,10 of 13,0 of 0,13 of 17
Sean Strickland,Abus Magomedov,"July 08, 2023",1,KO/TKO,TIME: 4:20,1,0,43%,46%,81 of 188,47 of 101,0 of 0,1 of 2,---,50%,0,0,0,0,0:10,0:23,80 of 186,21 of 68,1 of 2,16 of 23,0 of 0,10 of 10,67 of 168,47 of 101,0 of 0,0 of 0,14 of 20,0 of 0
Damir Ismagulov,Grant Dawson,"July 08, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,46%,52%,35 of 54,84 of 128,0 of 0,3 of 5,---,60%,0,1,1,0,0:08,12:24,6 of 19,28 of 48,6 of 8,1 of 8,1 of 1,1 of 1,13 of 28,9 of 35,0 of 0,1 of 1,0 of 0,20 of 21
Max Griffin,Michael Morales,"July 08, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,35%,43%,39 of 105,73 of 165,0 of 8,1 of 1,0%,100%,0,0,0,0,2:10,0:27,28 of 93,59 of 145,4 of 4,5 of 8,4 of 5,8 of 11,35 of 99,68 of 159,1 of 3,4 of 5,0 of 0,0 of 0
